Terapia,Grupo,Probabilidad,Disponibilidad a pagar
ABC_3TC__ATV_r,PI,0.0,66522565.03636365
ABC_3TC__DRV_r,PI,0.0,66522565.03636365
ABC_3TC__DTG,INSTI,0.0,66522565.03636365
ABC_3TC__EFV,NNRTI,0.1,66522565.03636365
ABC_3TC__LPV_r,PI,0.2,66522565.03636365
ABC_3TC__NVP,NNRTI,0.0,66522565.03636365
ABC_3TC__RAL,INSTI,0.0,66522565.03636365
AZT_3TC_NVP,NNRTI,0.1,66522565.03636365
AZT_3TC__ATV_r,PI,0.1,66522565.03636365
AZT_3TC__LPV_r,PI,0.0,66522565.03636365
AZT_3TC__NVP,NNRTI,0.0,66522565.03636365
DRV_c,PI,0.0,66522565.03636365
DTG_3TC,INSTI,0.0,66522565.03636365
TAF_FTC_BIC,INSTI,0.0,66522565.03636365
TAF_FTC_EVG_c,INSTI,0.0,66522565.03636365
TAF_FTC_RPV,NNRTI,0.0,66522565.03636365
TAF_FTC__DOR,NNRTI,0.0,66522565.03636365
TAF_FTC__DRV_c,PI,0.0,66522565.03636365
TAF_FTC__DRV_r,PI,0.0,66522565.03636365
TAF_FTC__DTG,INSTI,0.0,66522565.03636365
TAF_FTC__RAL,INSTI,0.0,66522565.03636365
TAF_FTC__RPV,NNRTI,0.0,66522565.03636365
TAF__DRV_c,PI,0.0,66522565.03636365
TDF_FTC_EVG_c,INSTI,0.0,66522565.03636365
TDF_FTC_RPV,NNRTI,0.1,66522565.03636365
TDF_FTC__ATV_r,PI,0.0,66522565.03636365
TDF_FTC__DOR,NNRTI,0.0,66522565.03636365
TDF_FTC__DRV_c,PI,0.0,66522565.03636365
TDF_FTC__DRV_r,PI,0.1,66522565.03636365
TDF_FTC__DTG,INSTI,0.0,66522565.03636365
TDF_FTC__EFV,NNRTI,0.1,66522565.03636365
TDF_FTC__LPV_r,PI,0.0,66522565.03636365
TDF_FTC__NVP,NNRTI,0.0,66522565.03636365
TDF_FTC__RAL,INSTI,0.0,66522565.03636365
TDF_FTC__RPV,NNRTI,0.0,66522565.03636365
3TC_ABC__DRV_c,PI,0.0,67319646.82121213
3TC_ABC__DRV_r,PI,0.0,67319646.82121213
3TC__DRV_c,PI,0.2,67319646.82121213
3TC__DRV_r,PI,0.0,67319646.82121213
3TC__DTG,INSTI,0.0,67319646.82121213
3TC__FTC__DRV_c,PI,0.0,67319646.82121213
3TC__FTC__DRV_r,PI,0.0,67319646.82121213
ABC_3TC_DTG,INSTI,0.0,67319646.82121213
ABC_3TC__ATV_r,PI,0.0,67319646.82121213
ABC_3TC__DRV_r,PI,0.0,67319646.82121213
ABC_3TC__DTG,INSTI,0.0,67319646.82121213
ABC_3TC__EFV,NNRTI,0.1,67319646.82121213
ABC_3TC__LPV_r,PI,0.2,67319646.82121213
ABC_3TC__NVP,NNRTI,0.0,67319646.82121213
ABC_3TC__RAL,INSTI,0.0,67319646.82121213
AZT_3TC_NVP,NNRTI,0.1,67319646.82121213
AZT_3TC__ATV_r,PI,0.1,67319646.82121213
AZT_3TC__LPV_r,PI,0.0,67319646.82121213
AZT_3TC__NVP,NNRTI,0.0,67319646.82121213
DRV_c,PI,0.0,67319646.82121213
DTG_3TC,INSTI,0.0,67319646.82121213
TAF_FTC_BIC,INSTI,0.0,67319646.82121213
TAF_FTC_EVG_c,INSTI,0.0,67319646.82121213
TAF_FTC_RPV,NNRTI,0.0,67319646.82121213
TAF_FTC__DOR,NNRTI,0.0,67319646.82121213
TAF_FTC__DRV_c,PI,0.0,67319646.82121213
TAF_FTC__DRV_r,PI,0.0,67319646.82121213
TAF_FTC__DTG,INSTI,0.0,67319646.82121213
TAF_FTC__RAL,INSTI,0.0,67319646.82121213
TAF_FTC__RPV,NNRTI,0.0,67319646.82121213
TAF__DRV_c,PI,0.0,67319646.82121213
TDF_FTC_EVG_c,INSTI,0.0,67319646.82121213
TDF_FTC_RPV,NNRTI,0.1,67319646.82121213
TDF_FTC__ATV_r,PI,0.0,67319646.82121213
TDF_FTC__DOR,NNRTI,0.0,67319646.82121213
TDF_FTC__DRV_c,PI,0.0,67319646.82121213
TDF_FTC__DRV_r,PI,0.1,67319646.82121213
TDF_FTC__DTG,INSTI,0.0,67319646.82121213
TDF_FTC__EFV,NNRTI,0.1,67319646.82121213
TDF_FTC__LPV_r,PI,0.0,67319646.82121213
TDF_FTC__NVP,NNRTI,0.0,67319646.82121213
TDF_FTC__RAL,INSTI,0.0,67319646.82121213
TDF_FTC__RPV,NNRTI,0.0,67319646.82121213
3TC_ABC__DRV_c,PI,0.0,68116728.60606061
3TC_ABC__DRV_r,PI,0.0,68116728.60606061
3TC__DRV_c,PI,0.2,68116728.60606061
3TC__DRV_r,PI,0.0,68116728.60606061
3TC__DTG,INSTI,0.0,68116728.60606061
3TC__FTC__DRV_c,PI,0.0,68116728.60606061
3TC__FTC__DRV_r,PI,0.0,68116728.60606061
ABC_3TC_DTG,INSTI,0.0,68116728.60606061
ABC_3TC__ATV_r,PI,0.0,68116728.60606061
ABC_3TC__DRV_r,PI,0.0,68116728.60606061
ABC_3TC__DTG,INSTI,0.0,68116728.60606061
ABC_3TC__EFV,NNRTI,0.1,68116728.60606061
ABC_3TC__LPV_r,PI,0.2,68116728.60606061
ABC_3TC__NVP,NNRTI,0.0,68116728.60606061
ABC_3TC__RAL,INSTI,0.0,68116728.60606061
AZT_3TC_NVP,NNRTI,0.1,68116728.60606061
AZT_3TC__ATV_r,PI,0.1,68116728.60606061
AZT_3TC__LPV_r,PI,0.0,68116728.60606061
AZT_3TC__NVP,NNRTI,0.0,68116728.60606061
DRV_c,PI,0.0,68116728.60606061
DTG_3TC,INSTI,0.0,68116728.60606061
TAF_FTC_BIC,INSTI,0.0,68116728.60606061
TAF_FTC_EVG_c,INSTI,0.0,68116728.60606061
TAF_FTC_RPV,NNRTI,0.0,68116728.60606061
TAF_FTC__DOR,NNRTI,0.0,68116728.60606061
TAF_FTC__DRV_c,PI,0.0,68116728.60606061
TAF_FTC__DRV_r,PI,0.0,68116728.60606061
TAF_FTC__DTG,INSTI,0.0,68116728.60606061
TAF_FTC__RAL,INSTI,0.0,68116728.60606061
TAF_FTC__RPV,NNRTI,0.0,68116728.60606061
TAF__DRV_c,PI,0.0,68116728.60606061
TDF_FTC_EVG_c,INSTI,0.0,68116728.60606061
TDF_FTC_RPV,NNRTI,0.1,68116728.60606061
TDF_FTC__ATV_r,PI,0.0,68116728.60606061
TDF_FTC__DOR,NNRTI,0.0,68116728.60606061
TDF_FTC__DRV_c,PI,0.0,68116728.60606061
TDF_FTC__DRV_r,PI,0.1,68116728.60606061
TDF_FTC__DTG,INSTI,0.0,68116728.60606061
TDF_FTC__EFV,NNRTI,0.1,68116728.60606061
TDF_FTC__LPV_r,PI,0.0,68116728.60606061
TDF_FTC__NVP,NNRTI,0.0,68116728.60606061
TDF_FTC__RAL,INSTI,0.0,68116728.60606061
TDF_FTC__RPV,NNRTI,0.0,68116728.60606061
3TC_ABC__DRV_c,PI,0.0,68913810.39090909
3TC_ABC__DRV_r,PI,0.0,68913810.39090909
3TC__DRV_c,PI,0.2,68913810.39090909
3TC__DRV_r,PI,0.0,68913810.39090909
3TC__DTG,INSTI,0.0,68913810.39090909
3TC__FTC__DRV_c,PI,0.0,68913810.39090909
3TC__FTC__DRV_r,PI,0.0,68913810.39090909
ABC_3TC_DTG,INSTI,0.0,68913810.39090909
ABC_3TC__ATV_r,PI,0.0,68913810.39090909
ABC_3TC__DRV_r,PI,0.0,68913810.39090909
ABC_3TC__DTG,INSTI,0.0,68913810.39090909
ABC_3TC__EFV,NNRTI,0.1,68913810.39090909
ABC_3TC__LPV_r,PI,0.2,68913810.39090909
ABC_3TC__NVP,NNRTI,0.0,68913810.39090909
ABC_3TC__RAL,INSTI,0.0,68913810.39090909
AZT_3TC_NVP,NNRTI,0.1,68913810.39090909
AZT_3TC__ATV_r,PI,0.1,68913810.39090909
AZT_3TC__LPV_r,PI,0.0,68913810.39090909
AZT_3TC__NVP,NNRTI,0.0,68913810.39090909
DRV_c,PI,0.0,68913810.39090909
DTG_3TC,INSTI,0.0,68913810.39090909
TAF_FTC_BIC,INSTI,0.0,68913810.39090909
TAF_FTC_EVG_c,INSTI,0.0,68913810.39090909
TAF_FTC_RPV,NNRTI,0.0,68913810.39090909
TAF_FTC__DOR,NNRTI,0.0,68913810.39090909
TAF_FTC__DRV_c,PI,0.0,68913810.39090909
TAF_FTC__DRV_r,PI,0.0,68913810.39090909
TAF_FTC__DTG,INSTI,0.0,68913810.39090909
TAF_FTC__RAL,INSTI,0.0,68913810.39090909
TAF_FTC__RPV,NNRTI,0.0,68913810.39090909
TAF__DRV_c,PI,0.0,68913810.39090909
TDF_FTC_EVG_c,INSTI,0.0,68913810.39090909
TDF_FTC_RPV,NNRTI,0.1,68913810.39090909
TDF_FTC__ATV_r,PI,0.0,68913810.39090909
TDF_FTC__DOR,NNRTI,0.0,68913810.39090909
TDF_FTC__DRV_c,PI,0.0,68913810.39090909
TDF_FTC__DRV_r,PI,0.1,68913810.39090909
TDF_FTC__DTG,INSTI,0.0,68913810.39090909
TDF_FTC__EFV,NNRTI,0.1,68913810.39090909
TDF_FTC__LPV_r,PI,0.0,68913810.39090909
TDF_FTC__NVP,NNRTI,0.0,68913810.39090909
TDF_FTC__RAL,INSTI,0.0,68913810.39090909
TDF_FTC__RPV,NNRTI,0.0,68913810.39090909
3TC_ABC__DRV_c,PI,0.0,69710892.17575759
3TC_ABC__DRV_r,PI,0.0,69710892.17575759
3TC__DRV_c,PI,0.2,69710892.17575759
3TC__DRV_r,PI,0.0,69710892.17575759
3TC__DTG,INSTI,0.0,69710892.17575759
3TC__FTC__DRV_c,PI,0.0,69710892.17575759
3TC__FTC__DRV_r,PI,0.0,69710892.17575759
ABC_3TC_DTG,INSTI,0.0,69710892.17575759
ABC_3TC__ATV_r,PI,0.0,69710892.17575759
ABC_3TC__DRV_r,PI,0.0,69710892.17575759
ABC_3TC__DTG,INSTI,0.0,69710892.17575759
ABC_3TC__EFV,NNRTI,0.1,69710892.17575759
ABC_3TC__LPV_r,PI,0.2,69710892.17575759
ABC_3TC__NVP,NNRTI,0.0,69710892.17575759
ABC_3TC__RAL,INSTI,0.0,69710892.17575759
AZT_3TC_NVP,NNRTI,0.1,69710892.17575759
AZT_3TC__ATV_r,PI,0.1,69710892.17575759
AZT_3TC__LPV_r,PI,0.0,69710892.17575759
AZT_3TC__NVP,NNRTI,0.0,69710892.17575759
DRV_c,PI,0.0,69710892.17575759
DTG_3TC,INSTI,0.0,69710892.17575759
TAF_FTC_BIC,INSTI,0.0,69710892.17575759
TAF_FTC_EVG_c,INSTI,0.0,69710892.17575759
TAF_FTC_RPV,NNRTI,0.0,69710892.17575759
TAF_FTC__DOR,NNRTI,0.0,69710892.17575759
TAF_FTC__DRV_c,PI,0.0,69710892.17575759
TAF_FTC__DRV_r,PI,0.0,69710892.17575759
TAF_FTC__DTG,INSTI,0.0,69710892.17575759
TAF_FTC__RAL,INSTI,0.0,69710892.17575759
TAF_FTC__RPV,NNRTI,0.0,69710892.17575759
TAF__DRV_c,PI,0.0,69710892.17575759
TDF_FTC_EVG_c,INSTI,0.0,69710892.17575759
TDF_FTC_RPV,NNRTI,0.1,69710892.17575759
TDF_FTC__ATV_r,PI,0.0,69710892.17575759
TDF_FTC__DOR,NNRTI,0.0,69710892.17575759
TDF_FTC__DRV_c,PI,0.0,69710892.17575759
TDF_FTC__DRV_r,PI,0.1,69710892.17575759
TDF_FTC__DTG,INSTI,0.0,69710892.17575759
TDF_FTC__EFV,NNRTI,0.1,69710892.17575759
TDF_FTC__LPV_r,PI,0.0,69710892.17575759
TDF_FTC__NVP,NNRTI,0.0,69710892.17575759
TDF_FTC__RAL,INSTI,0.0,69710892.17575759
TDF_FTC__RPV,NNRTI,0.0,69710892.17575759
3TC_ABC__DRV_c,PI,0.0,70507973.96060607
3TC_ABC__DRV_r,PI,0.0,70507973.96060607
3TC__DRV_c,PI,0.2,70507973.96060607
3TC__DRV_r,PI,0.0,70507973.96060607
3TC__DTG,INSTI,0.0,70507973.96060607
3TC__FTC__DRV_c,PI,0.0,70507973.96060607
3TC__FTC__DRV_r,PI,0.0,70507973.96060607
ABC_3TC_DTG,INSTI,0.0,70507973.96060607
ABC_3TC__ATV_r,PI,0.0,70507973.96060607
ABC_3TC__DRV_r,PI,0.0,70507973.96060607
ABC_3TC__DTG,INSTI,0.0,70507973.96060607
ABC_3TC__EFV,NNRTI,0.1,70507973.96060607
ABC_3TC__LPV_r,PI,0.2,70507973.96060607
ABC_3TC__NVP,NNRTI,0.0,70507973.96060607
ABC_3TC__RAL,INSTI,0.0,70507973.96060607
AZT_3TC_NVP,NNRTI,0.1,70507973.96060607
AZT_3TC__ATV_r,PI,0.1,70507973.96060607
AZT_3TC__LPV_r,PI,0.0,70507973.96060607
AZT_3TC__NVP,NNRTI,0.0,70507973.96060607
DRV_c,PI,0.0,70507973.96060607
DTG_3TC,INSTI,0.0,70507973.96060607
TAF_FTC_BIC,INSTI,0.0,70507973.96060607
TAF_FTC_EVG_c,INSTI,0.0,70507973.96060607
TAF_FTC_RPV,NNRTI,0.0,70507973.96060607
TAF_FTC__DOR,NNRTI,0.0,70507973.96060607
TAF_FTC__DRV_c,PI,0.0,70507973.96060607
TAF_FTC__DRV_r,PI,0.0,70507973.96060607
TAF_FTC__DTG,INSTI,0.0,70507973.96060607
TAF_FTC__RAL,INSTI,0.0,70507973.96060607
TAF_FTC__RPV,NNRTI,0.0,70507973.96060607
TAF__DRV_c,PI,0.0,70507973.96060607
TDF_FTC_EVG_c,INSTI,0.0,70507973.96060607
TDF_FTC_RPV,NNRTI,0.1,70507973.96060607
TDF_FTC__ATV_r,PI,0.0,70507973.96060607
TDF_FTC__DOR,NNRTI,0.0,70507973.96060607
TDF_FTC__DRV_c,PI,0.0,70507973.96060607
TDF_FTC__DRV_r,PI,0.1,70507973.96060607
TDF_FTC__DTG,INSTI,0.0,70507973.96060607
TDF_FTC__EFV,NNRTI,0.1,70507973.96060607
TDF_FTC__LPV_r,PI,0.0,70507973.96060607
TDF_FTC__NVP,NNRTI,0.0,70507973.96060607
TDF_FTC__RAL,INSTI,0.0,70507973.96060607
TDF_FTC__RPV,NNRTI,0.0,70507973.96060607
3TC_ABC__DRV_c,PI,0.0,71305055.74545455
3TC_ABC__DRV_r,PI,0.0,71305055.74545455
3TC__DRV_c,PI,0.2,71305055.74545455
3TC__DRV_r,PI,0.0,71305055.74545455
3TC__DTG,INSTI,0.0,71305055.74545455
3TC__FTC__DRV_c,PI,0.0,71305055.74545455
3TC__FTC__DRV_r,PI,0.0,71305055.74545455
ABC_3TC_DTG,INSTI,0.0,71305055.74545455
ABC_3TC__ATV_r,PI,0.0,71305055.74545455
ABC_3TC__DRV_r,PI,0.0,71305055.74545455
ABC_3TC__DTG,INSTI,0.0,71305055.74545455
ABC_3TC__EFV,NNRTI,0.1,71305055.74545455
ABC_3TC__LPV_r,PI,0.2,71305055.74545455
ABC_3TC__NVP,NNRTI,0.0,71305055.74545455
ABC_3TC__RAL,INSTI,0.0,71305055.74545455
AZT_3TC_NVP,NNRTI,0.1,71305055.74545455
AZT_3TC__ATV_r,PI,0.1,71305055.74545455
AZT_3TC__LPV_r,PI,0.0,71305055.74545455
AZT_3TC__NVP,NNRTI,0.0,71305055.74545455
DRV_c,PI,0.0,71305055.74545455
DTG_3TC,INSTI,0.0,71305055.74545455
TAF_FTC_BIC,INSTI,0.0,71305055.74545455
TAF_FTC_EVG_c,INSTI,0.0,71305055.74545455
TAF_FTC_RPV,NNRTI,0.0,71305055.74545455
TAF_FTC__DOR,NNRTI,0.0,71305055.74545455
TAF_FTC__DRV_c,PI,0.0,71305055.74545455
TAF_FTC__DRV_r,PI,0.0,71305055.74545455
TAF_FTC__DTG,INSTI,0.0,71305055.74545455
TAF_FTC__RAL,INSTI,0.0,71305055.74545455
TAF_FTC__RPV,NNRTI,0.0,71305055.74545455
TAF__DRV_c,PI,0.0,71305055.74545455
TDF_FTC_EVG_c,INSTI,0.0,71305055.74545455
TDF_FTC_RPV,NNRTI,0.1,71305055.74545455
TDF_FTC__ATV_r,PI,0.0,71305055.74545455
TDF_FTC__DOR,NNRTI,0.0,71305055.74545455
TDF_FTC__DRV_c,PI,0.0,71305055.74545455
TDF_FTC__DRV_r,PI,0.1,71305055.74545455
TDF_FTC__DTG,INSTI,0.0,71305055.74545455
TDF_FTC__EFV,NNRTI,0.1,71305055.74545455
TDF_FTC__LPV_r,PI,0.0,71305055.74545455
TDF_FTC__NVP,NNRTI,0.0,71305055.74545455
TDF_FTC__RAL,INSTI,0.0,71305055.74545455
TDF_FTC__RPV,NNRTI,0.0,71305055.74545455
3TC_ABC__DRV_c,PI,0.0,72102137.53030303
3TC_ABC__DRV_r,PI,0.0,72102137.53030303
3TC__DRV_c,PI,0.2,72102137.53030303
3TC__DRV_r,PI,0.0,72102137.53030303
3TC__DTG,INSTI,0.0,72102137.53030303
3TC__FTC__DRV_c,PI,0.0,72102137.53030303
3TC__FTC__DRV_r,PI,0.0,72102137.53030303
ABC_3TC_DTG,INSTI,0.0,72102137.53030303
ABC_3TC__ATV_r,PI,0.0,72102137.53030303
ABC_3TC__DRV_r,PI,0.0,72102137.53030303
ABC_3TC__DTG,INSTI,0.0,72102137.53030303
ABC_3TC__EFV,NNRTI,0.1,72102137.53030303
ABC_3TC__LPV_r,PI,0.2,72102137.53030303
ABC_3TC__NVP,NNRTI,0.0,72102137.53030303
ABC_3TC__RAL,INSTI,0.0,72102137.53030303
AZT_3TC_NVP,NNRTI,0.1,72102137.53030303
AZT_3TC__ATV_r,PI,0.1,72102137.53030303
AZT_3TC__LPV_r,PI,0.0,72102137.53030303
AZT_3TC__NVP,NNRTI,0.0,72102137.53030303
DRV_c,PI,0.0,72102137.53030303
DTG_3TC,INSTI,0.0,72102137.53030303
TAF_FTC_BIC,INSTI,0.0,72102137.53030303
TAF_FTC_EVG_c,INSTI,0.0,72102137.53030303
TAF_FTC_RPV,NNRTI,0.0,72102137.53030303
TAF_FTC__DOR,NNRTI,0.0,72102137.53030303
TAF_FTC__DRV_c,PI,0.0,72102137.53030303
TAF_FTC__DRV_r,PI,0.0,72102137.53030303
TAF_FTC__DTG,INSTI,0.0,72102137.53030303
TAF_FTC__RAL,INSTI,0.0,72102137.53030303
TAF_FTC__RPV,NNRTI,0.0,72102137.53030303
TAF__DRV_c,PI,0.0,72102137.53030303
TDF_FTC_EVG_c,INSTI,0.0,72102137.53030303
TDF_FTC_RPV,NNRTI,0.1,72102137.53030303
TDF_FTC__ATV_r,PI,0.0,72102137.53030303
TDF_FTC__DOR,NNRTI,0.0,72102137.53030303
TDF_FTC__DRV_c,PI,0.0,72102137.53030303
TDF_FTC__DRV_r,PI,0.1,72102137.53030303
TDF_FTC__DTG,INSTI,0.0,72102137.53030303
TDF_FTC__EFV,NNRTI,0.1,72102137.53030303
TDF_FTC__LPV_r,PI,0.0,72102137.53030303
TDF_FTC__NVP,NNRTI,0.0,72102137.53030303
TDF_FTC__RAL,INSTI,0.0,72102137.53030303
TDF_FTC__RPV,NNRTI,0.0,72102137.53030303
3TC_ABC__DRV_c,PI,0.0,72899219.31515151
3TC_ABC__DRV_r,PI,0.0,72899219.31515151
3TC__DRV_c,PI,0.2,72899219.31515151
3TC__DRV_r,PI,0.0,72899219.31515151
3TC__DTG,INSTI,0.0,72899219.31515151
3TC__FTC__DRV_c,PI,0.0,72899219.31515151
3TC__FTC__DRV_r,PI,0.0,72899219.31515151
ABC_3TC_DTG,INSTI,0.0,72899219.31515151
ABC_3TC__ATV_r,PI,0.0,72899219.31515151
ABC_3TC__DRV_r,PI,0.0,72899219.31515151
ABC_3TC__DTG,INSTI,0.0,72899219.31515151
ABC_3TC__EFV,NNRTI,0.1,72899219.31515151
ABC_3TC__LPV_r,PI,0.2,72899219.31515151
ABC_3TC__NVP,NNRTI,0.0,72899219.31515151
ABC_3TC__RAL,INSTI,0.0,72899219.31515151
AZT_3TC_NVP,NNRTI,0.1,72899219.31515151
AZT_3TC__ATV_r,PI,0.1,72899219.31515151
AZT_3TC__LPV_r,PI,0.0,72899219.31515151
AZT_3TC__NVP,NNRTI,0.0,72899219.31515151
DRV_c,PI,0.0,72899219.31515151
DTG_3TC,INSTI,0.0,72899219.31515151
TAF_FTC_BIC,INSTI,0.0,72899219.31515151
TAF_FTC_EVG_c,INSTI,0.0,72899219.31515151
TAF_FTC_RPV,NNRTI,0.0,72899219.31515151
TAF_FTC__DOR,NNRTI,0.0,72899219.31515151
TAF_FTC__DRV_c,PI,0.0,72899219.31515151
TAF_FTC__DRV_r,PI,0.0,72899219.31515151
TAF_FTC__DTG,INSTI,0.0,72899219.31515151
TAF_FTC__RAL,INSTI,0.0,72899219.31515151
TAF_FTC__RPV,NNRTI,0.0,72899219.31515151
TAF__DRV_c,PI,0.0,72899219.31515151
TDF_FTC_EVG_c,INSTI,0.0,72899219.31515151
TDF_FTC_RPV,NNRTI,0.1,72899219.31515151
TDF_FTC__ATV_r,PI,0.0,72899219.31515151
TDF_FTC__DOR,NNRTI,0.0,72899219.31515151
TDF_FTC__DRV_c,PI,0.0,72899219.31515151
TDF_FTC__DRV_r,PI,0.1,72899219.31515151
TDF_FTC__DTG,INSTI,0.0,72899219.31515151
TDF_FTC__EFV,NNRTI,0.1,72899219.31515151
TDF_FTC__LPV_r,PI,0.0,72899219.31515151
TDF_FTC__NVP,NNRTI,0.0,72899219.31515151
TDF_FTC__RAL,INSTI,0.0,72899219.31515151
TDF_FTC__RPV,NNRTI,0.0,72899219.31515151
3TC_ABC__DRV_c,PI,0.0,73696301.10000001
3TC_ABC__DRV_r,PI,0.0,73696301.10000001
3TC__DRV_c,PI,0.2,73696301.10000001
3TC__DRV_r,PI,0.0,73696301.10000001
3TC__DTG,INSTI,0.0,73696301.10000001
3TC__FTC__DRV_c,PI,0.0,73696301.10000001
3TC__FTC__DRV_r,PI,0.0,73696301.10000001
ABC_3TC_DTG,INSTI,0.0,73696301.10000001
ABC_3TC__ATV_r,PI,0.0,73696301.10000001
ABC_3TC__DRV_r,PI,0.0,73696301.10000001
ABC_3TC__DTG,INSTI,0.0,73696301.10000001
ABC_3TC__EFV,NNRTI,0.1,73696301.10000001
ABC_3TC__LPV_r,PI,0.2,73696301.10000001
ABC_3TC__NVP,NNRTI,0.0,73696301.10000001
ABC_3TC__RAL,INSTI,0.0,73696301.10000001
AZT_3TC_NVP,NNRTI,0.1,73696301.10000001
AZT_3TC__ATV_r,PI,0.1,73696301.10000001
AZT_3TC__LPV_r,PI,0.0,73696301.10000001
AZT_3TC__NVP,NNRTI,0.0,73696301.10000001
DRV_c,PI,0.0,73696301.10000001
DTG_3TC,INSTI,0.0,73696301.10000001
TAF_FTC_BIC,INSTI,0.0,73696301.10000001
TAF_FTC_EVG_c,INSTI,0.0,73696301.10000001
TAF_FTC_RPV,NNRTI,0.0,73696301.10000001
TAF_FTC__DOR,NNRTI,0.0,73696301.10000001
TAF_FTC__DRV_c,PI,0.0,73696301.10000001
TAF_FTC__DRV_r,PI,0.0,73696301.10000001
TAF_FTC__DTG,INSTI,0.0,73696301.10000001
TAF_FTC__RAL,INSTI,0.0,73696301.10000001
TAF_FTC__RPV,NNRTI,0.0,73696301.10000001
TAF__DRV_c,PI,0.0,73696301.10000001
TDF_FTC_EVG_c,INSTI,0.0,73696301.10000001
TDF_FTC_RPV,NNRTI,0.1,73696301.10000001
TDF_FTC__ATV_r,PI,0.0,73696301.10000001
TDF_FTC__DOR,NNRTI,0.0,73696301.10000001
TDF_FTC__DRV_c,PI,0.0,73696301.10000001
TDF_FTC__DRV_r,PI,0.1,73696301.10000001
TDF_FTC__DTG,INSTI,0.0,73696301.10000001
TDF_FTC__EFV,NNRTI,0.1,73696301.10000001
TDF_FTC__LPV_r,PI,0.0,73696301.10000001
TDF_FTC__NVP,NNRTI,0.0,73696301.10000001
TDF_FTC__RAL,INSTI,0.0,73696301.10000001
TDF_FTC__RPV,NNRTI,0.0,73696301.10000001
3TC_ABC__DRV_c,PI,0.0,74493382.88484849
3TC_ABC__DRV_r,PI,0.0,74493382.88484849
3TC__DRV_c,PI,0.2,74493382.88484849
3TC__DRV_r,PI,0.0,74493382.88484849
3TC__DTG,INSTI,0.0,74493382.88484849
3TC__FTC__DRV_c,PI,0.0,74493382.88484849
3TC__FTC__DRV_r,PI,0.0,74493382.88484849
ABC_3TC_DTG,INSTI,0.0,74493382.88484849
ABC_3TC__ATV_r,PI,0.0,74493382.88484849
ABC_3TC__DRV_r,PI,0.0,74493382.88484849
ABC_3TC__DTG,INSTI,0.0,74493382.88484849
ABC_3TC__EFV,NNRTI,0.1,74493382.88484849
ABC_3TC__LPV_r,PI,0.2,74493382.88484849
ABC_3TC__NVP,NNRTI,0.0,74493382.88484849
ABC_3TC__RAL,INSTI,0.0,74493382.88484849
AZT_3TC_NVP,NNRTI,0.1,74493382.88484849
AZT_3TC__ATV_r,PI,0.1,74493382.88484849
AZT_3TC__LPV_r,PI,0.0,74493382.88484849
AZT_3TC__NVP,NNRTI,0.0,74493382.88484849
DRV_c,PI,0.0,74493382.88484849
DTG_3TC,INSTI,0.0,74493382.88484849
TAF_FTC_BIC,INSTI,0.0,74493382.88484849
TAF_FTC_EVG_c,INSTI,0.0,74493382.88484849
TAF_FTC_RPV,NNRTI,0.0,74493382.88484849
TAF_FTC__DOR,NNRTI,0.0,74493382.88484849
TAF_FTC__DRV_c,PI,0.0,74493382.88484849
TAF_FTC__DRV_r,PI,0.0,74493382.88484849
TAF_FTC__DTG,INSTI,0.0,74493382.88484849
TAF_FTC__RAL,INSTI,0.0,74493382.88484849
TAF_FTC__RPV,NNRTI,0.0,74493382.88484849
TAF__DRV_c,PI,0.0,74493382.88484849
TDF_FTC_EVG_c,INSTI,0.0,74493382.88484849
TDF_FTC_RPV,NNRTI,0.1,74493382.88484849
TDF_FTC__ATV_r,PI,0.0,74493382.88484849
TDF_FTC__DOR,NNRTI,0.0,74493382.88484849
TDF_FTC__DRV_c,PI,0.0,74493382.88484849
TDF_FTC__DRV_r,PI,0.1,74493382.88484849
TDF_FTC__DTG,INSTI,0.0,74493382.88484849
TDF_FTC__EFV,NNRTI,0.1,74493382.88484849
TDF_FTC__LPV_r,PI,0.0,74493382.88484849
TDF_FTC__NVP,NNRTI,0.0,74493382.88484849
TDF_FTC__RAL,INSTI,0.0,74493382.88484849
TDF_FTC__RPV,NNRTI,0.0,74493382.88484849
3TC_ABC__DRV_c,PI,0.0,75290464.66969697
3TC_ABC__DRV_r,PI,0.0,75290464.66969697
3TC__DRV_c,PI,0.2,75290464.66969697
3TC__DRV_r,PI,0.0,75290464.66969697
3TC__DTG,INSTI,0.0,75290464.66969697
3TC__FTC__DRV_c,PI,0.0,75290464.66969697
3TC__FTC__DRV_r,PI,0.0,75290464.66969697
ABC_3TC_DTG,INSTI,0.0,75290464.66969697
ABC_3TC__ATV_r,PI,0.0,75290464.66969697
ABC_3TC__DRV_r,PI,0.0,75290464.66969697
ABC_3TC__DTG,INSTI,0.0,75290464.66969697
ABC_3TC__EFV,NNRTI,0.1,75290464.66969697
ABC_3TC__LPV_r,PI,0.2,75290464.66969697
ABC_3TC__NVP,NNRTI,0.0,75290464.66969697
ABC_3TC__RAL,INSTI,0.0,75290464.66969697
AZT_3TC_NVP,NNRTI,0.1,75290464.66969697
AZT_3TC__ATV_r,PI,0.1,75290464.66969697
AZT_3TC__LPV_r,PI,0.0,75290464.66969697
AZT_3TC__NVP,NNRTI,0.0,75290464.66969697
DRV_c,PI,0.0,75290464.66969697
DTG_3TC,INSTI,0.0,75290464.66969697
